ObjectID,Shape,FID_Sheet1_XYTableToPoint1,F1,Station,Latitude,Longitude,Height,FID_Unsplitted_Coastal_Line_Buff5
422,Point,8532,8531,LAH1,30.508,-90.461,-11.542,1
423,Point,5669,5668,HAMM,30.513,-90.468,5.804,1
424,Point,8601,8600,LAOP,30.529,-92.081,1.362,1
425,Point,16118,16117,THHR,30.529,-92.081,1.41,1
426,Point,10551,10550,MSPC,30.531,-89.689,-0.527,1
427,Point,4564,4563,FLJL,30.58,-84.266,35.802,1
428,Point,16755,16754,TXC8,30.587,-96.398,75.574,1
429,Point,14969,14968,SG32,30.602,-96.359,80.509,1
430,Point,4513,4512,FL75,30.613,-83.147,23.047,1
431,Point,15289,15288,SNED,30.638,-84.986,24.429,1
432,Point,4544,4543,FLE5,30.644,-86.552,47.004,1
433,Point,4545,4544,FLE6,30.644,-86.552,46.579,1
434,Point,16746,16745,TXBY,30.686,-96.371,87.948,1
435,Point,432,431,AL90,30.691,-88.032,-17.323,1
436,Point,8585,8584,LAN6,30.695,-91.435,-9.11,1
437,Point,18674,18673,ZJX1,30.699,-81.908,2.138,1
438,Point,16889,16888,TXL7,30.702,-94.933,39.089,1
439,Point,8595,8594,LANR,30.704,-91.476,-12.103,1
440,Point,517,516,ALMB,30.707,-88.046,-23.143,1
441,Point,4587,4586,FLPD,30.71,-85.928,-8.327,1
442,Point,4161,4160,EDVM,30.711,-88.129,7.67,1
443,Point,16863,16862,TXHV,30.721,-95.553,87.521,1
444,Point,3106,3105,CRST,30.726,-86.506,32.566,1
445,Point,3761,3760,DFNK,30.734,-86.15,59.035,1
446,Point,16856,16855,TXHN,30.742,-95.596,88.773,1
447,Point,4512,4511,FL23,30.743,-81.954,3.555,1
448,Point,16909,16908,TXLV,30.745,-94.922,27.786,1
449,Point,8494,8493,LAB4,30.773,-89.853,5.057,1
450,Point,8500,8499,LABO,30.773,-89.853,5.144,1
451,Point,4576,4575,FLMR,30.778,-85.294,40.389,1
452,Point,10554,10553,MSPK,30.779,-89.143,22.994,1
453,Point,17046,17045,TXWO,30.782,-94.424,71.493,1
454,Point,8620,8619,LASF,30.804,-91.386,28.579,1
455,Point,8600,8599,LAOK,30.815,-92.66,14.194,1
456,Point,11575,11574,OAKH,30.816,-92.657,20.233,1
457,Point,5125,5124,GATV,30.834,-83.983,58.432,1
458,Point,8519,8518,LADR,30.845,-93.288,42.235,1
459,Point,10557,10556,MSPP,30.845,-89.542,85.816,1
460,Point,4530,4529,FLBY,30.845,-85.605,6.02,1
461,Point,5127,5126,GAVA,30.847,-83.289,47.39,1
462,Point,16937,16936,TXNE,30.848,-93.775,51.894,1
463,Point,1625,1624,BNFY,30.848,-85.604,-0.601,1
464,Point,8511,8510,LACN,30.851,-91.006,46.448,1
465,Point,8510,8509,LACL,30.855,-91.011,50.514,1
466,Point,4163,4162,EDWG,30.856,-89.139,60.535,1
467,Point,10535,10534,MSLS,30.862,-88.429,-0.724,1
468,Point,433,432,AL92,30.916,-87.776,60.935,1
469,Point,10536,10535,MSLU,30.925,-88.589,59.132,1
470,Point,8549,8548,LAK3,30.938,-90.507,37.385,1
471,Point,8551,8550,LAKW,30.938,-90.505,42.41,1
472,Point,8498,8497,LABK,30.959,-92.191,-1.649,1
473,Point,16918,16917,TXMD,30.96,-95.915,64.911,1
474,Point,519,518,ALMJ,31.029,-88.23,70.115,1
475,Point,5027,5026,GADN,31.056,-84.894,20.834,1
476,Point,16833,16832,TXGN,31.061,-95.136,78.216,1
477,Point,4152,4151,EDSU,31.078,-88.235,77.37,1
478,Point,483,482,ALEB,31.091,-87.056,13.503,1
479,Point,8793,8792,LESV,31.142,-93.269,75.674,1
480,Point,5019,5018,GACQ,31.172,-84.735,33.129,1
481,Point,9161,9160,LSUA,31.179,-92.412,4.716,1
482,Point,5065,5064,GAME,31.182,-83.787,72.338,1
483,Point,5071,5070,GAMT,31.202,-83.771,78.033,1
484,Point,10472,10471,MSA1,31.204,-89.055,9.518,1
485,Point,5130,5129,GAWC,31.208,-82.362,20.176,1
486,Point,10507,10506,MSFX,31.228,-89.869,22.557,1
487,Point,480,479,ALDO,31.239,-85.44,79.689,1
488,Point,8490,8489,LAAX,31.25,-92.434,0.705,1
489,Point,10539,10538,MSMC,31.267,-90.477,112.312,1
490,Point,16898,16897,TXLK,31.28,-94.733,56.976,1
491,Point,8488,8487,LAA1,31.304,-92.455,6.061,1
492,Point,441,440,ALAN,31.307,-86.484,85.275,1
493,Point,4108,4107,EDHB,31.316,-89.428,84.157,1
494,Point,10524,10523,MSHT,31.328,-89.336,64.52,1
495,Point,16858,16857,TXHP,31.334,-93.865,66.121,1
496,Point,16895,16894,TXLF,31.356,-94.718,77.505,1
497,Point,523,522,ALNB,31.377,-85.916,106.902,1
498,Point,5009,5008,GABY,31.378,-84.935,63.603,1
499,Point,8504,8503,LABY,31.392,-92.67,8.648,1
500,Point,534,533,ALRE,31.411,-87.234,85.245,1
501,Point,5123,5122,GATO,31.437,-83.549,70.59,1
502,Point,469,468,ALCH,31.451,-88.196,22.84,1
503,Point,5119,5118,GATF,31.452,-83.509,96.138,1
504,Point,5025,5024,GADG,31.495,-82.871,59.126,1
505,Point,2447,2446,CHE1,31.499,-94.352,76.079,1
506,Point,16988,16987,TXS1,31.526,-94.128,88.427,1
507,Point,446,445,ALAV,31.552,-85.234,110.024,1
508,Point,10480,10479,MSBH,31.588,-90.439,126.515,1
509,Point,10504,10503,MSEV,31.595,-89.204,52.416,1
510,Point,10482,10481,MSBN,31.608,-90.409,125.936,1
511,Point,14207,14206,RLAB,31.629,-84.194,50.146,1
512,Point,5087,5086,GAOC,31.63,-83.25,80.55,1
513,Point,4995,4994,GAAY,31.661,-84.275,55.893,1
514,Point,10582,10581,MSWY,31.679,-88.673,27.924,1
515,Point,4151,4150,EDSS,31.694,-89.135,63.992,1
516,Point,431,430,AL84,31.7,-87.789,111.475,1
517,Point,5021,5020,GACT,31.756,-84.792,113.409,1
518,Point,426,425,AL70,31.783,-85.965,141.969,1
519,Point,545,544,ALTU,31.8,-85.954,141.122,1
520,Point,498,497,ALGR,31.829,-86.617,114.951,1
521,Point,4130,4129,EDMM,31.873,-89.732,112.932,1
522,Point,427,426,AL76,31.875,-85.226,100.122,1
523,Point,10543,10542,MSMN,31.926,-89.82,103.797,1
524,Point,10483,10482,MSBS,31.97,-89.265,92.794,1
525,Point,5012,5011,GACD,31.973,-83.782,71.986,1
526,Point,430,429,AL83,31.995,-87.333,44.28,1
527,Point,459,458,ALBU,32.082,-88.233,16.87,1
528,Point,9932,9931,MLF5,32.09,-87.392,9.285,1
529,Point,9933,9932,MLF6,32.091,-87.392,29.373,1
530,Point,425,424,AL62,32.148,-85.687,140.814,1
